Date,Longitude,Latitude,Depth,Rms,Type,Magnitude,Location,EventID
16/03/2023 19:59:13,34.28673,36.43281,16.04,0.64,MW,4.3,Akdeniz - Mersin Körfezi - [11.47 km] Erdemli (Mersin),563872
16/03/2023 10:55:06,31.51714,40.79048,9.12,0.37,MW,4.8,Merkez (Bolu),563693
15/03/2023 05:49:33,37.48638,37.98035,7.72,0.34,MW,4.0,Nurhak (Kahramanmaraş),563139
14/03/2023 06:47:34,36.9736,38.128,7.0,0.76,MW,4.7,Göksun (Kahramanmaraş),562618
13/03/2023 02:23:14,36.49955,36.82249,11.21,0.43,MW,4.4,Hassa (Hatay),562151
13/03/2023 02:13:51,38.66344,38.18465,8.08,0.29,MW,4.5,Pütürge (Malatya),562148
13/03/2023 01:34:29,38.66887,38.178,10.14,0.24,MW,4.7,Pütürge (Malatya),562133
12/03/2023 12:31:21,36.24399,37.90357,8.17,0.37,MW,4.4,Saimbeyli (Adana),561913
11/03/2023 19:35:16,35.65774,36.96899,7.0,0.67,MW,4.0,Yüreğir (Adana),561642
10/03/2023 02:28:13,35.31808,38.68523,7.0,0.56,MW,4.8,Hacılar (Kayseri),560749
09/03/2023 23:34:16,38.4785,38.12415,7.24,0.29,MW,4.1,Sincik (Adıyaman),560714
09/03/2023 22:22:05,36.98477,41.95951,19.26,0.47,MW,4.0,Karadeniz - [69.71 km] Çarşamba (Samsun),560695
09/03/2023 21:08:48,36.912,37.13,7.0,0.4,MW,4.1,Nurdağı (Gaziantep),560680
09/03/2023 18:55:27,38.442,38.10226,9.6,0.22,MW,4.5,Sincik (Adıyaman),560646
08/03/2023 21:44:04,37.03082,37.29527,7.0,0.28,MW,4.0,Pazarcık (Kahramanmaraş),560367
07/03/2023 14:18:20,37.40161,38.81944,7.0,0.61,MW,4.2,Gürün (Sivas),559840
07/03/2023 11:53:38,35.263,38.69931,8.52,0.69,MW,4.3,İncesu (Kayseri),559759
07/03/2023 11:48:03,35.31977,38.70023,7.0,0.98,MW,4.4,Hacılar (Kayseri),559767
07/03/2023 11:47:27,35.27875,38.69021,16.4,0.52,MW,4.7,İncesu (Kayseri),559756
07/03/2023 09:40:11,36.55,37.70779,7.52,0.41,MW,4.4,Onikişubat (Kahramanmaraş),559728
06/03/2023 22:14:57,36.123,36.11237,7.05,0.51,MW,4.1,Defne (Hatay),559409
06/03/2023 13:03:24,37.27596,38.23411,13.02,0.42,MW,4.0,Elbistan (Kahramanmaraş),559162
06/03/2023 11:02:58,35.9489,36.34872,7.0,0.59,MW,4.1,Arsuz (Hatay),559085
06/03/2023 04:57:33,41.01277,38.96384,13.29,0.49,MW,4.2,Solhan (Bingöl),558841
05/03/2023 20:49:46,36.15705,36.75181,5.39,0.42,MW,4.5,Akdeniz - İskenderun Körfezi - [04.35 km] Payas (Hatay),558712
04/03/2023 20:59:40,40.33395,38.52183,14.27,0.55,MW,4.1,Genç (Bingöl),558296
04/03/2023 10:26:24,36.98263,37.493,4.63,0.79,MW,4.0,Dulkadiroğlu (Kahramanmaraş),558110
04/03/2023 05:27:33,38.24205,38.09819,7.0,0.27,MW,4.4,Çelikhan (Adıyaman),558010
04/03/2023 03:03:41,36.146,36.26904,7.23,0.35,MW,4.0,Antakya (Hatay),557979
04/03/2023 00:20:09,36.25544,38.11723,7.0,0.53,MW,4.1,Tufanbeyli (Adana),557931
03/03/2023 02:53:42,36.59659,37.83625,7.06,0.34,MW,5.0,Onikişubat (Kahramanmaraş),557391
01/03/2023 16:38:00,37.02208,37.30301,7.6,0.31,ML,4.3,Türkoğlu (Kahramanmaraş),556555
01/03/2023 10:52:36,43.85448,41.29825,4.31,0.92,MW,4.1,"Ninotsminda, Samtskhe-Javakheti (Gürcistan) - [42.85 km] Akyaka (Kars)",556451
01/03/2023 07:20:22,36.07142,36.31696,11.06,0.37,MW,4.4,Antakya (Hatay),556383
01/03/2023 04:15:30,37.84779,37.82524,7.0,0.36,MW,4.2,Tut (Adıyaman),556292
01/03/2023 02:23:21,37.04285,38.01256,7.0,0.45,MW,4.4,Ekinözü (Kahramanmaraş),556241
28/02/2023 23:32:10,37.03094,37.3032,9.32,0.23,MW,4.0,Türkoğlu (Kahramanmaraş),556161
28/02/2023 16:59:09,35.29764,38.73939,7.0,0.66,MW,4.0,İncesu (Kayseri),555976
28/02/2023 15:16:38,35.28494,38.73759,7.0,0.66,MW,4.4,İncesu (Kayseri),555930
28/02/2023 14:49:15,36.64321,37.83829,13.61,0.34,MW,4.1,Onikişubat (Kahramanmaraş),555926
28/02/2023 14:39:53,36.62364,37.837,9.88,0.5,MW,4.5,Onikişubat (Kahramanmaraş),555921
28/02/2023 12:42:15,36.24267,37.37999,12.93,0.63,MW,4.1,Kadirli (Osmaniye),555833
28/02/2023 06:38:14,37.75845,38.1032,7.0,0.4,MW,4.1,Doğanşehir (Malatya),555623
28/02/2023 02:18:58,38.257,38.27504,7.0,0.35,MW,4.1,Yeşilyurt (Malatya),555547
27/02/2023 19:12:00,36.62754,37.87347,7.0,0.23,MW,4.0,Onikişubat (Kahramanmaraş),555434
27/02/2023 18:22:21,26.70066,38.63714,14.5,0.25,MW,4.1,Ege Denizi - İzmir Körfezi - [04.87 km] Foça (İzmir),555413
27/02/2023 16:16:45,37.57255,37.9311,7.34,0.32,MW,4.1,Gölbaşı (Adıyaman),555380
27/02/2023 09:04:49,38.29447,38.26549,6.15,0.49,MW,5.6,Yeşilyurt (Malatya),555149
27/02/2023 06:19:47,36.9916,38.00952,7.0,0.3,MW,4.3,Ekinözü (Kahramanmaraş),555043
27/02/2023 02:51:20,37.58018,37.921,8.51,0.54,MW,5.0,Gölbaşı (Adıyaman),554982
26/02/2023 04:37:39,37.06952,38.06879,7.0,0.68,MW,4.0,Kandil Barajı - [01.78 km] Ekinözü (Kahramanmaraş),554573
26/02/2023 02:26:29,35.92398,36.07126,13.29,0.39,MW,4.5,Akdeniz - Antakya Körfezi - [03.25 km] Samandağ (Hatay),554500
25/02/2023 12:41:12,37.03734,38.05485,5.32,0.43,MW,4.7,Ekinözü (Kahramanmaraş),554182
25/02/2023 10:27:09,33.98294,37.98382,2.28,0.71,MW,5.3,Ereğli (Konya),554155
25/02/2023 08:58:39,37.48807,38.37747,7.0,0.68,MW,4.2,Darende (Malatya),554140
25/02/2023 01:12:20,35.922,36.13295,16.05,0.55,MW,4.0,Samandağ (Hatay),553933
25/02/2023 00:28:09,41.01543,38.99788,12.5,0.44,MW,4.4,Solhan (Bingöl),553921
24/02/2023 23:25:28,43.47096,36.27267,16.15,0.59,MW,4.3,"Al Hamdaniyah, Ninova (Irak) - [107.76 km] Şemdinli (Hakkari)",553885
24/02/2023 20:25:29,38.69483,38.19091,7.0,0.42,MW,4.7,Pütürge (Malatya),553806
24/02/2023 17:19:58,37.39446,38.8387,7.0,0.47,MW,4.7,Gürün (Sivas),553715
24/02/2023 14:01:58,33.97352,37.96343,7.0,0.79,MW,4.4,Ereğli (Konya),553624
24/02/2023 05:46:17,35.96307,36.326,7.29,0.48,MW,4.0,Arsuz (Hatay),553318
23/02/2023 17:52:39,36.49504,38.08816,7.0,0.53,MW,4.1,Göksun (Kahramanmaraş),553126
23/02/2023 15:53:47,36.05017,36.13405,8.75,0.46,MW,5.0,Samandağ (Hatay),553084
23/02/2023 11:41:42,37.76167,38.06793,6.97,0.48,MW,4.4,Doğanşehir (Malatya),552941
23/02/2023 03:23:03,37.10055,37.32961,10.49,0.3,MW,4.1,Pazarcık (Kahramanmaraş),552656
23/02/2023 01:42:57,36.15954,36.2219,10.35,0.67,MW,4.3,Antakya (Hatay),552621
22/02/2023 20:36:06,38.39612,38.126,7.0,0.42,MW,4.1,Yeşilyurt (Malatya),552538
22/02/2023 07:56:53,37.86096,38.13161,16.57,0.42,ML,4.3,Doğanşehir (Malatya),552225
22/02/2023 07:09:42,40.27975,38.49773,9.68,0.55,MW,4.4,Genç (Bingöl),552166
22/02/2023 05:50:50,37.27399,38.21828,7.0,0.56,MW,4.1,Elbistan (Kahramanmaraş),552123
22/02/2023 04:40:01,36.62185,38.08102,7.0,0.38,MW,4.1,Göksun (Kahramanmaraş),552073
22/02/2023 03:04:44,40.12883,38.42937,11.52,0.33,MW,4.0,Dicle (Diyarbakır),552018
21/02/2023 16:06:48,36.07069,36.1418,7.0,0.35,MW,4.2,Samandağ (Hatay),551654
21/02/2023 11:55:54,37.35069,38.05579,7.0,0.7,MW,4.0,Nurhak (Kahramanmaraş),551505
21/02/2023 09:56:45,38.60366,38.1867,11.59,0.36,MW,4.1,Battalgazi (Malatya),551462
21/02/2023 08:11:50,35.84957,36.11748,16.39,0.43,ML,4.0,Akdeniz - [07.41 km] Samandağ (Hatay),551376
20/02/2023 23:21:13,37.37542,38.02586,7.67,0.37,MW,4.4,Nurhak (Kahramanmaraş),551165
20/02/2023 22:56:56,35.94904,36.13215,7.0,0.23,MW,4.2,Samandağ (Hatay),551159
20/02/2023 19:09:20,36.04879,36.26065,10.65,0.29,MW,4.1,Antakya (Hatay),551099
20/02/2023 19:00:14,36.03637,36.16174,7.0,0.38,MW,4.2,Samandağ (Hatay),551094
20/02/2023 17:38:45,35.95216,36.19898,7.0,0.19,ML,4.1,Samandağ (Hatay),551077
20/02/2023 17:14:18,35.98637,36.24827,7.07,0.35,ML,4.0,Samandağ (Hatay),551070
20/02/2023 17:07:34,35.97619,36.17689,6.64,0.92,MW,5.8,Samandağ (Hatay),551068
20/02/2023 17:05:45,36.23502,36.06982,6.63,0.63,MW,4.9,Altınözü (Hatay),568255
20/02/2023 17:04:27,36.02007,36.02964,21.73,0.94,MW,6.4,Yayladağı (Hatay),551067
20/02/2023 03:45:37,39.99962,38.68155,7.01,0.5,MW,4.5,Palu (Elazığ),550572
20/02/2023 02:29:34,39.98723,38.71058,7.04,0.68,MW,4.4,Palu (Elazığ),550547
20/02/2023 01:48:59,36.80972,38.0829,6.99,0.46,MW,4.5,Göksun (Kahramanmaraş),550536
20/02/2023 01:07:37,39.95867,38.68685,14.56,0.34,MW,4.6,Palu (Elazığ),550517
20/02/2023 00:39:01,39.95413,38.69104,13.26,0.75,MW,4.8,Palu (Elazığ),550512
20/02/2023 00:37:29,39.98833,38.70084,11.85,0.47,MW,4.7,Palu (Elazığ),550510
19/02/2023 12:04:32,38.22665,38.27456,7.0,0.4,MW,4.7,Yeşilyurt (Malatya),550239
19/02/2023 03:59:11,36.82106,37.24834,10.07,0.4,MW,4.3,Türkoğlu (Kahramanmaraş),550085
18/02/2023 20:56:06,36.486,36.84805,13.07,0.5,MW,4.1,Hassa (Hatay),549972
18/02/2023 19:31:31,36.59705,38.0789,6.2,0.29,MW,5.1,Göksun (Kahramanmaraş),549953
18/02/2023 16:14:39,38.1621,38.06993,7.0,0.59,MW,4.3,Çelikhan (Adıyaman),549894
18/02/2023 05:26:04,37.16829,38.0738,15.04,0.23,ML,4.1,Ekinözü (Kahramanmaraş),549652
17/02/2023 19:10:37,38.21587,38.2345,7.0,0.39,ML,4.0,Yeşilyurt (Malatya),549498
17/02/2023 16:33:57,36.31528,37.87065,7.0,0.44,ML,4.0,Göksun (Kahramanmaraş),549446
17/02/2023 15:34:37,39.66113,38.6229,7.0,0.28,MW,4.6,Merkez (Elazığ),549422
17/02/2023 14:58:55,36.31507,37.935,10.11,0.59,MW,4.5,Göksun (Kahramanmaraş),549413
17/02/2023 06:06:09,38.1877,38.24812,7.0,0.69,MW,4.1,Yeşilyurt (Malatya),548980
17/02/2023 00:35:56,40.161,39.14569,11.58,0.6,MW,4.8,Karakoçan (Elazığ),548845
17/02/2023 00:11:38,38.12974,38.86791,12.34,0.37,MW,4.0,Hekimhan (Malatya),548840
16/02/2023 23:53:23,37.96663,37.92629,10.02,0.51,MW,4.0,Doğanşehir (Malatya),548835
16/02/2023 19:47:50,35.75057,36.242,9.26,0.46,MW,5.1,Akdeniz - [05.64 km] Arsuz (Hatay),548760
16/02/2023 16:38:31,37.50273,37.974,11.9,0.52,MW,4.0,Nurhak (Kahramanmaraş),548683
16/02/2023 08:21:51,36.45168,37.87116,7.0,0.73,MW,4.0,Göksun (Kahramanmaraş),548407
16/02/2023 05:18:55,38.57342,38.14691,7.03,0.24,MW,4.4,Battalgazi (Malatya),548273
15/02/2023 22:25:57,36.62414,38.04859,10.0,0.48,MW,4.5,Göksun (Kahramanmaraş),548156
15/02/2023 18:49:03,37.85633,37.78537,14.31,0.43,MW,4.0,Tut (Adıyaman),548102
15/02/2023 15:12:12,35.37873,40.58381,11.95,0.27,MW,4.0,Mecitözü (Çorum),548037
15/02/2023 12:22:51,38.10647,38.21607,7.89,0.41,ML,4.0,Yeşilyurt (Malatya),547926
15/02/2023 00:06:03,36.5026,36.83159,6.51,0.32,MW,4.2,Hassa (Hatay),547582
14/02/2023 23:14:01,37.41944,38.61201,12.48,0.77,MW,4.6,Darende (Malatya),547560
14/02/2023 15:50:37,37.13383,38.03244,7.01,0.27,MW,4.1,Ekinözü (Kahramanmaraş),547401
14/02/2023 13:13:04,37.95966,37.93984,12.0,0.38,ML,4.1,Doğanşehir (Malatya),547334
14/02/2023 11:54:11,36.04478,36.08761,7.0,0.81,ML,4.1,Samandağ (Hatay),547269
13/02/2023 15:21:21,38.69924,38.19499,13.69,0.24,MW,4.2,Pütürge (Malatya),546661
13/02/2023 15:15:03,36.28328,37.85358,8.56,0.38,MW,4.2,Göksun (Kahramanmaraş),546657
13/02/2023 14:28:15,38.58061,38.13959,7.35,0.6,ML,4.5,Battalgazi (Malatya),546648
13/02/2023 11:59:17,36.56817,36.91219,6.96,0.51,MW,4.6,İslahiye (Gaziantep),546610
12/02/2023 16:29:48,38.097,38.8679,7.0,0.65,MW,4.9,Hekimhan (Malatya),546268
12/02/2023 15:46:30,38.01059,38.18294,26.3,0.58,MW,4.1,Yeşilyurt (Malatya),546264
12/02/2023 13:29:12,38.29769,38.06397,7.18,0.77,MW,4.4,Çelikhan (Adıyaman),546220
12/02/2023 12:30:39,38.19631,37.97707,7.02,0.81,MW,4.0,Merkez (Adıyaman),546200
12/02/2023 10:00:23,38.19063,38.23806,7.76,0.5,MW,4.0,Yeşilyurt (Malatya),546154
12/02/2023 08:07:02,42.21879,41.68889,7.52,0.53,MW,4.5,"Shuakhevi, Acara (Gürcistan) - [26.93 km] Şavşat (Artvin)",546101
12/02/2023 04:52:57,37.44827,37.98342,11.47,0.25,MW,4.2,Nurhak (Kahramanmaraş),546049
12/02/2023 04:29:13,38.24793,37.96776,7.0,0.65,MW,4.1,Merkez (Adıyaman),546046
12/02/2023 04:22:33,37.70537,38.0219,7.0,0.69,MW,4.0,Doğanşehir (Malatya),546044
12/02/2023 03:53:29,38.4672,38.09753,8.17,0.21,MW,4.1,Sincik (Adıyaman),546034
12/02/2023 02:27:15,36.03603,36.23188,15.28,0.36,MW,4.0,Antakya (Hatay),546006
11/02/2023 22:29:14,36.4428,36.68,5.13,0.29,MW,4.6,Hassa (Hatay),545945
11/02/2023 20:39:03,37.87661,37.86623,12.75,0.25,MW,4.3,Tut (Adıyaman),545914
11/02/2023 17:50:15,38.713,38.19821,10.76,0.4,MW,4.4,Pütürge (Malatya),545866
11/02/2023 17:20:00,36.0524,36.2515,7.0,0.22,MW,4.3,Antakya (Hatay),545857
11/02/2023 15:33:41,42.13274,41.79569,4.96,0.53,MW,4.5,"Kobuleti, Acara (Gürcistan) - [37.57 km] Borçka (Artvin)",545828
11/02/2023 13:09:58,38.07732,38.8546,7.0,0.65,MW,4.6,Hekimhan (Malatya),545789
11/02/2023 11:51:41,36.23078,36.50524,7.0,0.63,MW,4.2,İskenderun (Hatay),545765
11/02/2023 09:03:34,38.21531,38.09507,12.44,0.44,MW,4.2,Çelikhan (Adıyaman),545704
11/02/2023 06:06:22,38.18055,37.98608,7.51,0.32,MW,4.1,Çelikhan (Adıyaman),545627
11/02/2023 04:47:03,36.55707,37.80634,7.0,0.4,MW,4.2,Onikişubat (Kahramanmaraş),545602
11/02/2023 03:38:24,38.43373,37.995,7.0,0.33,MW,4.1,Sincik (Adıyaman),545580
11/02/2023 03:11:10,37.31178,37.58805,9.93,0.4,MW,4.0,Pazarcık (Kahramanmaraş),545566
11/02/2023 00:24:41,36.42261,36.63544,9.72,0.53,MW,4.2,Kırıkhan (Hatay),545533
10/02/2023 21:20:38,39.70186,38.55759,12.27,0.34,MW,4.0,Merkez (Elazığ),545459
10/02/2023 17:31:24,38.57458,38.18527,12.49,0.25,MW,4.2,Battalgazi (Malatya),545376
10/02/2023 17:00:50,36.23095,37.91088,7.07,0.37,MW,4.8,Saimbeyli (Adana),545364
10/02/2023 15:29:21,37.9508,37.94226,7.01,0.51,ML,4.0,Doğanşehir (Malatya),549292
10/02/2023 10:01:21,38.17553,38.25245,7.03,0.4,ML,4.2,Yeşilyurt (Malatya),545225
10/02/2023 09:02:49,38.23051,38.06547,10.19,0.44,ML,4.0,Çelikhan (Adıyaman),545213
10/02/2023 06:36:45,37.43895,37.96978,11.64,0.23,MW,4.1,Nurhak (Kahramanmaraş),545150
10/02/2023 04:53:50,38.48916,38.15405,7.0,0.43,ML,4.1,Battalgazi (Malatya),545129
10/02/2023 04:50:23,38.13777,38.22882,10.45,0.35,MW,5.0,Yeşilyurt (Malatya),545126
10/02/2023 02:03:40,38.23189,38.21659,7.02,0.43,ML,4.5,Yeşilyurt (Malatya),545095
09/02/2023 18:49:36,35.78074,36.16151,15.49,0.42,ML,4.0,Akdeniz - [13.56 km] Arsuz (Hatay),544980
09/02/2023 13:27:51,37.82829,38.16,7.0,0.77,ML,4.1,Doğanşehir (Malatya),544880
09/02/2023 11:48:29,37.72184,38.042,7.06,0.46,MW,4.0,Doğanşehir (Malatya),544850
09/02/2023 09:46:53,38.61445,38.14234,7.0,0.2,MW,4.5,Pütürge (Malatya),544817
09/02/2023 07:18:17,36.64283,37.06,10.95,0.26,MW,4.9,İslahiye (Gaziantep),544770
09/02/2023 06:49:48,37.608,37.97477,7.51,0.33,ML,4.2,Doğanşehir (Malatya),544769
09/02/2023 06:45:11,37.59318,38.00585,7.0,0.31,ML,4.2,Doğanşehir (Malatya),544766
09/02/2023 06:37:04,37.59847,38.08121,6.99,0.65,MW,4.0,Elbistan (Kahramanmaraş),544753
09/02/2023 05:37:31,38.233,38.28176,7.0,0.46,MW,4.1,Yeşilyurt (Malatya),544740
09/02/2023 04:34:43,38.49946,38.11188,7.99,0.43,MW,4.1,Sincik (Adıyaman),544718
09/02/2023 03:26:03,38.6837,38.18548,7.05,0.33,MW,4.1,Pütürge (Malatya),544698
09/02/2023 01:44:18,37.66848,37.926,7.74,0.32,MW,4.5,Doğanşehir (Malatya),544679
09/02/2023 01:38:13,40.35012,38.552,7.04,0.59,MW,4.4,Genç (Bingöl),544678
09/02/2023 00:32:14,39.28002,38.44722,0.21,0.44,MW,4.1,Sivrice (Elazığ),544661
08/02/2023 22:36:48,38.20029,38.3097,13.78,0.64,ML,4.1,Yeşilyurt (Malatya),544627
08/02/2023 20:12:04,38.164,38.28987,7.0,0.69,MW,4.0,Yeşilyurt (Malatya),544596
08/02/2023 19:48:11,36.08618,36.31318,10.11,0.61,MW,4.1,Antakya (Hatay),544583
08/02/2023 17:57:20,40.61843,39.74243,7.0,0.29,MW,4.6,Aşkale (Erzurum),544554
08/02/2023 16:55:39,37.19846,38.07913,17.56,0.6,MW,4.2,Ekinözü (Kahramanmaraş),544546
08/02/2023 15:49:57,36.59949,37.8464,8.55,0.72,MW,4.2,Onikişubat (Kahramanmaraş),544528
08/02/2023 15:04:41,36.97423,38.05876,7.0,0.35,MW,4.2,Göksun (Kahramanmaraş),544513
08/02/2023 14:55:49,38.53051,38.15642,7.0,0.68,ML,4.3,Battalgazi (Malatya),544515
08/02/2023 14:20:25,37.38277,37.974,16.69,0.2,ML,5.0,Nurhak (Kahramanmaraş),544506
08/02/2023 14:04:54,38.21572,38.10666,12.85,0.59,ML,4.0,Çelikhan (Adıyaman),544517
08/02/2023 12:11:54,37.36544,38.85012,7.0,0.78,ML,4.1,Gürün (Sivas),544475
08/02/2023 11:23:59,37.63526,37.98607,9.74,0.27,ML,4.8,Doğanşehir (Malatya),544462
08/02/2023 11:11:51,37.63059,38.00978,13.18,0.35,ML,5.3,Doğanşehir (Malatya),544459
08/02/2023 11:00:18,37.871,38.17644,12.22,0.74,ML,4.3,Doğanşehir (Malatya),544457
08/02/2023 09:13:06,36.381,36.69302,15.65,0.5,ML,4.0,Hassa (Hatay),544429
08/02/2023 08:45:33,37.80489,38.05879,6.92,0.44,ML,4.2,Doğanşehir (Malatya),549233
08/02/2023 07:23:44,36.15051,36.33973,17.07,0.65,ML,4.0,Antakya (Hatay),544392
08/02/2023 07:20:41,36.43925,36.66242,8.24,0.37,ML,4.0,Hassa (Hatay),544391
08/02/2023 06:08:59,35.98203,36.22551,7.0,0.34,ML,4.6,Samandağ (Hatay),547905
08/02/2023 06:08:33,38.336,38.08357,6.99,0.45,MW,4.3,Çelikhan (Adıyaman),544370
08/02/2023 05:52:35,36.71004,38.06166,7.01,0.43,ML,4.5,Göksun (Kahramanmaraş),544367
08/02/2023 03:47:08,38.54866,38.12079,6.54,0.87,MW,4.0,Sincik (Adıyaman),544339
08/02/2023 03:43:03,37.67055,37.97364,7.0,0.33,MW,4.0,Doğanşehir (Malatya),544338
08/02/2023 02:25:12,38.02952,37.92581,9.08,0.33,MW,4.3,Doğanşehir (Malatya),544310
07/02/2023 23:40:00,37.53431,38.02184,7.0,0.31,MW,4.1,Nurhak (Kahramanmaraş),544266
07/02/2023 23:13:03,35.88102,36.067,14.3,0.88,MW,4.4,Akdeniz - [05.99 km] Samandağ (Hatay),544254
07/02/2023 21:21:25,37.46301,37.94488,15.84,0.39,MW,5.0,Nurhak (Kahramanmaraş),544222
07/02/2023 19:54:22,39.877,38.686,17.25,0.4,MW,4.7,Palu (Elazığ),544193
07/02/2023 19:13:47,36.91545,38.06586,8.6,0.77,MW,4.3,Göksun (Kahramanmaraş),544183
07/02/2023 18:09:58,36.61079,38.085,10.22,0.83,MW,5.0,Göksun (Kahramanmaraş),544160
07/02/2023 17:37:58,37.68795,38.02967,7.0,0.39,MW,4.0,Doğanşehir (Malatya),544152
07/02/2023 16:22:15,37.23483,38.07816,7.0,0.64,MW,4.0,Elbistan (Kahramanmaraş),544130
07/02/2023 15:59:48,37.38552,38.00127,7.02,0.24,ML,4.1,Nurhak (Kahramanmaraş),544124
07/02/2023 15:23:49,40.37015,38.52571,7.04,0.44,MW,4.0,Hani (Diyarbakır),544117
07/02/2023 13:56:02,36.37499,36.2867,7.04,0.42,ML,4.0,Reyhanlı (Hatay),544090
07/02/2023 13:36:42,35.89609,36.18993,12.24,0.39,ML,4.3,Samandağ (Hatay),548574
07/02/2023 12:07:02,38.21057,38.27672,13.12,0.77,MW,4.5,Yeşilyurt (Malatya),544063
07/02/2023 11:01:12,37.51897,38.0072,6.31,0.38,ML,4.0,Nurhak (Kahramanmaraş),544045
07/02/2023 10:37:20,36.11954,36.08601,6.44,0.59,ML,4.1,Defne (Hatay),544037
07/02/2023 10:27:29,38.25926,38.33695,8.13,0.5,ML,4.9,Yeşilyurt (Malatya),544036
07/02/2023 10:18:11,38.55552,38.1164,6.85,0.37,ML,5.1,Sincik (Adıyaman),544029
07/02/2023 08:32:06,37.709,38.088,8.63,0.38,ML,4.2,Doğanşehir (Malatya),544009
07/02/2023 08:31:31,38.61848,38.18566,7.01,0.13,ML,4.0,Pütürge (Malatya),548495
07/02/2023 08:25:45,37.54198,37.98222,15.0,0.51,ML,4.5,Nurhak (Kahramanmaraş),544007
07/02/2023 07:54:21,36.38864,36.54143,6.91,0.39,ML,4.2,Kırıkhan (Hatay),544002
07/02/2023 07:11:13,38.62814,38.15481,8.18,0.37,MW,5.3,Pütürge (Malatya),543992
07/02/2023 06:15:19,38.2283,38.21647,5.57,0.47,MW,4.2,Yeşilyurt (Malatya),543982
07/02/2023 06:13:52,37.59613,37.96533,16.67,0.49,MW,4.1,Doğanşehir (Malatya),543981
07/02/2023 05:26:31,36.17087,36.35863,4.93,0.31,MW,4.5,Antakya (Hatay),543965
07/02/2023 04:42:03,36.53751,36.84973,8.75,0.35,MW,4.4,Hassa (Hatay),543947
07/02/2023 04:35:16,37.56132,38.04486,6.81,0.14,MW,4.0,Nurhak (Kahramanmaraş),543952
07/02/2023 04:16:39,37.61742,37.97578,4.13,0.36,MW,4.2,Doğanşehir (Malatya),543943
07/02/2023 03:55:50,38.16593,38.11363,4.63,0.32,MW,4.2,Yeşilyurt (Malatya),543936
07/02/2023 03:36:59,36.20567,36.28671,14.18,0.28,MW,4.3,Antakya (Hatay),543931
07/02/2023 03:30:01,37.677,37.78527,9.71,0.19,MW,4.4,Gölbaşı (Adıyaman),543927
07/02/2023 03:13:12,37.65361,37.797,8.44,0.37,MW,5.4,Gölbaşı (Adıyaman),543917
07/02/2023 03:08:55,37.62596,37.97018,6.87,0.3,MW,5.0,Doğanşehir (Malatya),543919
07/02/2023 02:55:54,38.06558,38.16828,7.01,0.35,MW,4.1,Yeşilyurt (Malatya),543914
07/02/2023 02:47:37,35.95357,36.06794,10.76,0.4,MW,4.7,Samandağ (Hatay),543905
07/02/2023 02:43:25,37.00736,38.00965,3.09,0.43,MW,4.3,Ekinözü (Kahramanmaraş),543904
07/02/2023 02:39:01,37.51611,38.58299,7.03,0.27,MW,4.1,Darende (Malatya),543903
07/02/2023 02:12:17,37.66422,37.76843,5.11,0.2,MW,4.0,Gölbaşı (Adıyaman),543900
07/02/2023 01:34:30,36.99789,37.38292,6.93,0.47,MW,4.4,Dulkadiroğlu (Kahramanmaraş),543874
07/02/2023 01:33:57,37.57646,37.98131,6.96,0.34,MW,4.0,Doğanşehir (Malatya),543882
06/02/2023 23:32:04,38.22761,38.07383,7.01,0.99,MW,4.0,Çelikhan (Adıyaman),543840
06/02/2023 23:13:27,37.45804,37.99465,7.01,0.37,MW,4.2,Nurhak (Kahramanmaraş),543832
06/02/2023 22:26:17,37.49473,37.98902,7.38,0.29,MW,4.3,Nurhak (Kahramanmaraş),543805
06/02/2023 22:11:35,38.18,38.299,4.77,0.46,MW,4.4,Yeşilyurt (Malatya),543808
06/02/2023 22:09:50,36.91817,38.07628,6.93,0.45,MW,4.0,Göksun (Kahramanmaraş),543807
06/02/2023 21:15:17,37.03374,38.05895,17.4,0.49,MW,5.0,Ekinözü (Kahramanmaraş),543789
06/02/2023 21:02:05,36.47844,36.658,7.31,0.33,MW,4.7,Hassa (Hatay),543781
06/02/2023 20:55:48,36.41049,38.01876,6.99,0.07,MW,4.5,Göksun (Kahramanmaraş),543783
06/02/2023 20:53:22,38.24443,38.23771,5.7,0.33,MW,4.8,Yeşilyurt (Malatya),543780
06/02/2023 20:44:00,36.56567,37.96855,9.7,0.26,MW,4.8,Onikişubat (Kahramanmaraş),543777
06/02/2023 20:40:05,38.06418,38.23127,5.82,0.29,MW,5.2,Yeşilyurt (Malatya),543774
06/02/2023 20:23:10,38.70773,38.18995,6.99,0.21,MW,4.1,Pütürge (Malatya),543770
06/02/2023 20:21:54,36.40763,38.03307,10.28,0.35,MW,4.1,Göksun (Kahramanmaraş),543769
06/02/2023 20:14:10,36.46977,38.01716,7.02,0.26,MW,4.4,Göksun (Kahramanmaraş),543768
06/02/2023 20:11:47,37.695,38.03731,7.06,0.32,MW,4.3,Doğanşehir (Malatya),543766
06/02/2023 19:43:42,37.80247,38.1061,7.02,0.3,MW,4.0,Doğanşehir (Malatya),543757
06/02/2023 19:40:15,38.19927,38.07238,4.31,0.31,MW,4.5,Çelikhan (Adıyaman),543754
06/02/2023 19:30:59,37.31668,38.05609,4.81,0.43,MW,4.6,Nurhak (Kahramanmaraş),543747
