Network,Code,Longitude,Latitude,Height,Province,District
"TK","1411",31.6175,40.6846,720,"Bolu","Merkez"
"TK","1412",31.2094,40.4562,893,"Bolu","Mudurnu"
"TK","1507",30.1336,37.4942,1119,"Burdur","Merkez"
"TK","1508",29.8214,37.0363,1412,"Burdur","Çavdır"
"TK","1629",29.1666,40.4254,2,"Bursa","Gemlik"
"TK","1633",28.3632,40.2147,59,"Bursa","Karacabey"
"TK","1716",26.4076,39.5997,256,"Çanakkale","Ayvacık"
"TK","1717",26.3578,40.1818,11,"Çanakkale","Eceabat"
"TK","1714",26.4221,40.1129,128,"Çanakkale","Merkez"
"TK","1715",26.6923,40.3632,24,"Çanakkale","Lapseki"
"KO","ADVT",29.7383,40.4332,193,"Bursa","İznik"
"KO","AFSR",33.0707,39.4468,1055,"Ankara","Bala"
"KO","AGRB",42.992,39.5755,1820,"Ağrı","Hamur"
"KO","AKDM",42.98,38.3285,1662,"Van","Gevaş"
"KO","AKS",27.8129,38.8785,385,"Manisa","Akhisar"
"KO","ALAN",32.0327,36.557,215,"Antalya","Alanya"
"KO","ANTB",30.6538,36.8998,20,"Antalya","Konyaaltı"
"KO","ARMT",28.866,40.5683,320,"Yalova","Armutlu"
"KO","ARPR",38.3356,39.0929,1522,"Malatya","Arapgir"
"KO","AYDB",27.8908,37.9467,1246,"Aydın","Efeler"
"KO","BALB",27.88,39.64,120,"Balıkesir","Altıeylül"
"KO","BASM",30.035,37.9194,1012,"Afyonkarahisar","Başmakçı"
"KO","BAYT",40.141,40.3937,1680,"Bayburt","Aydıntepe"
"KO","BBRN",28.0587,36.6797,194,"Muğla","Marmaris"
"KO","BCA",41.6223,41.445,500,"Artvin","Borçka"
"KO","BCK",30.5877,37.461,859,"Burdur","Bucak"
"KO","BGKT",28.773,41.181,80,"İstanbul","Arnavutköy"
"KO","BLCB",27.042,38.3853,150,"İzmir","Balçova"
"KO","BNGB",40.6792,38.9913,1180,"Bingöl","Merkez"
"KO","BNN",35.8472,38.8522,1380,"Kayseri","Bünyan"
"KO","BODT",27.3103,37.0622,379,"Muğla","Bodrum"
"KO","BOZY",32.9763,36.1069,9,"Mersin","Bozyazı"
"KO","BZK",34.0035,41.96,158,"Kastamonu","Bozkurt"
"KO","CAND",26.8031,38.9542,157,"İzmir","Dikili"
"KO","CANT",33.6197,40.6062,815,"Çankırı","Merkez"
"KO","CAVI",29.8377,40.2018,670,"Bilecik","Merkez"
"KO","CESE",26.2997,38.3306,95,"İzmir","Çeşme"
"KO","CEYT",35.7478,37.0107,100,"Adana","Ceyhan"
"KO","CHAY",40.7253,41.0918,60,"Rize","Çayeli"
"KO","CHBY",32.8902,38.5823,1086,"Konya","Cihanbeyli"
"KO","CHOM",40.7612,41.097,422,"Rize","Çayeli"
"KO","CLDR",43.9172,39.144,2094,"Van","Çaldıran"
"KO","CMRD",34.9902,37.6623,1427,"Niğde","Çamardı"
"KO","CORM",34.6302,40.1785,1292,"Çorum","Sungurlu"
"KO","CRLT",27.736,41.129,230,"Tekirdağ","Çorlu"
"KO","CTKS",28.5072,41.2373,47,"İstanbul","Çatalca"
"KO","CTYL",28.2897,41.476,77,"İstanbul","Çatalca"
"KO","CUKT",43.6077,37.2473,1298,"Hakkari","Çukurca"
"KO","CUND",26.6663,39.336,10,"Balıkesir","Ayvalık"
"KO","DALY",28.6532,36.8162,100,"Muğla","Ortaca"
"KO","DARE",37.4832,38.5712,1080,"Malatya","Darende"
"KO","DATC",27.6602,36.7584,94,"Muğla","Datça"
"KO","DEMR",29.9056,36.2365,168,"Antalya","Demre"
"KO","DENT",29.0331,37.7539,621,"Denizli","Merkezefendi"
"KO","DIDI",27.2398,37.3767,75,"Aydın","Didim"
"KO","DIKM",35.2578,41.6497,261,"Sinop","Dikmen"
"KO","DKL",26.9053,39.0713,35,"İzmir","Dikili"
"KO","DORT",36.1968,36.826,27,"Hatay","Dörtyol"
"KO","DST",28.6267,39.6041,693,"Balıkesir","Dursunbey"
"KO","DYBB",40.1393,37.9532,657,"Diyarbakır","Kayapınar"
"KO","EDC",27.8618,40.3465,257,"Balıkesir","Bandırma"
"KO","EDRB",26.7437,41.847,209,"Edirne","Lalapaşa"
"KO","ELL",29.9085,36.7483,1230,"Antalya","Elmalı"
"KO","ENEZ",26.153,40.7362,100,"Edirne","Enez"
"KO","ENZZ",26.1406,40.607,11,"Edirne","Enez"
"KO","ERCV",43.3381,39.0198,1679,"Van","Erciş"
"KO","ERIK",26.5132,40.6708,38,"Edirne","Keşan"
"KO","ERZN",39.722,39.5867,1317,"Erzincan","Merkez"
"KO","ESKT",30.8492,39.5212,1295,"Eskişehir","Seyitgazi"
"KO","ESPY",38.7273,40.9167,430,"Giresun","Espiye"
"KO","EZN",26.3247,39.8255,48,"Çanakkale","Ezine"
"KO","FETI",29.0968,36.6903,11,"Muğla","Fethiye"
"KO","FETY",29.0835,36.6353,200,"Muğla","Fethiye"
"KO","FOCM",26.7309,38.7131,34,"İzmir","Foça"
"KO","GAZ",37.2097,37.1722,992,"Gaziantep","Şehitkamil"
"KO","GEDZ",29.4105,39.0445,883,"Kütahya","Gediz"
"KO","GELI",26.4742,40.398,126,"Çanakkale","Gelibolu"
"KO","GEMT",29.189,40.435,220,"Bursa","Gemlik"
"KO","GLHS",29.4983,37.156,1100,"Burdur","Gölhisar"
"KO","GMLD",26.8747,38.0764,10,"İzmir","Seferihisar"
"KO","GOMA",27.9175,38.7077,110,"Manisa","Gölmarmara"
"KO","GONE",27.686,40.0466,143,"Balıkesir","Gönen"
"KO","GPA",30.3167,40.285,570,"Bilecik","Gölpazarı"
"KO","GPNR",26.1329,39.4552,570,"Çanakkale","Ayvacık"
"KO","GRDE",32.2116,40.7995,5,"Bolu","Gerede"
"KO","GULA",34.236,38.3444,1126,"Aksaray","Gülağaç"
"KO","GULT",30.5156,40.432,942,"Sakarya","Taraklı"
"KO","GUMT",39.478,40.4675,1326,"Gümüşhane","Merkez"
"KO","GURO",42.0322,38.5509,1388,"Bitlis","Güroymak"
"KO","HDMB",32.486,36.964,1946,"Konya","Hadim"
"KO","HOPA",41.4458,41.3867,100,"Artvin","Hopa"
"KO","HRTX",29.673,40.801,573,"Kocaeli","Körfez"
"KO","IKL",33.6845,36.2367,126,"Mersin","Silifke"
"KO","ILIC",38.5675,39.4518,1295,"Erzincan","İliç"
"KO","ISK",29.0592,41.0657,132,"İstanbul","Üsküdar"
"KO","IZI",29.4728,40.3368,910,"Bursa","Yenişehir"
"KO","KAMT",33.7124,39.3692,1120,"Kırşehir","Kaman"
"KO","KARA",35.0547,37.2607,366,"Adana","Karaisalı"
"KO","KARO",41.0493,39.3089,1820,"Bingöl","Karlıova"
"KO","KARS",43.0937,40.6152,1747,"Kars","Merkez"
"KO","KAVV",29.06,41.0638,139,"İstanbul","Üsküdar"
"KO","KCTX",28.3353,40.2627,445,"Bursa","Karacabey"
"KO","KDZE",31.443,41.3132,410,"Zonguldak","Ereğli"
"KO","KEMT",30.5559,36.6037,10,"Antalya","Kemer"
"KO","KHL",29.5286,38.3232,1003,"Uşak","Karahallı"
"KO","KHMN",37.1574,37.3916,640,"Kahramanmaraş","Pazarcık"
"KO","KIYI",28.3,41.4844,23,"İstanbul","Çatalca"
"KO","KIZT",31.7163,38.8808,1222,"Konya","Yunak"
"KO","KLYT",29.042,41.253,30,"İstanbul","Sarıyer"
"KO","KMRS",36.9,37.5053,590,"Kahramanmaraş","Onikişubat"
"KO","KONT",32.3605,37.9453,1100,"Konya","Selçuklu"
"KO","KOPR",41.8535,39.9917,1675,"Erzurum","Köprüköy"
"KO","KOZT",35.8268,37.4805,381,"Adana","Kozan"
"KO","KRBG",27.2977,40.3932,79,"Çanakkale","Biga"
"KO","KRBN",26.5537,38.5936,135,"İzmir","Karaburun"
"KO","KRTD",35.4157,36.5934,47,"Adana","Karataş"
"KO","KRTS",35.375,36.573,53,"Adana","Karataş"
"KO","KTUT",39.7667,40.987,171,"Trabzon","Ortahisar"
"KO","KULA",28.6607,38.5145,915,"Manisa","Kula"
"KO","KULU",33.0023,39.0343,1120,"Konya","Kulu"
"KO","KURC",32.743,41.8456,143,"Bartın","Kurucaşile"
"KO","KUSD",27.2815,37.86,323,"Aydın","Kuşadası"
"KO","KVT",36.0463,41.0807,649,"Samsun","Kavak"
"KO","LADK",32.3648,38.2,1168,"Konya","Sarayönü"
"KO","LAP",26.7593,40.3703,230,"Çanakkale","Lapseki"
"KO","LOD",32.764,39.8893,902,"Ankara","Çankaya"
"KO","MALT",38.4273,38.3134,1112,"Malatya","Battalgazi"
"KO","MASR",32.4658,41.7596,325,"Bartın","Amasra"
"KO","MAZI",40.4465,37.4593,1204,"Mardin","Mazıdağı"
"KO","MDNY",28.8847,40.371,116,"Bursa","Mudanya"
"KO","MDUB",31.1977,40.4712,1109,"Bolu","Mudurnu"
"KO","MERS",34.522,36.8678,750,"Mersin","Yenişehir"
"KO","MLAZ",42.5496,39.141,1581,"Muş","Malazgirt"
"KO","MLSB",27.7767,37.2953,500,"Muğla","Milas"
"KO","MNVG",31.4161,36.7935,24,"Antalya","Manavgat"
"KO","MRMT",27.5832,40.609,213,"Balıkesir","Marmara"
"KO","MRSB",28.1969,36.7161,402,"Muğla","Marmaris"
"KO","NIG",34.6142,38.108,2270,"Niğde","Merkez"
"KO","ORLT",28.8914,40.0452,650,"Bursa","Orhaneli"
"KO","OSMT",29.7,40.601,798,"Bursa","İznik"
"KO","PHSR",27.5238,41.6308,263,"Kırklareli","Pınarhisar"
"KO","PRSB",37.7753,41.1044,100,"Ordu","Perşembe"
"KO","PTK",39.3923,38.8923,1835,"Tunceli","Pertek"
"KO","RKY",27.1777,40.6875,687,"Tekirdağ","Şarköy"
"KO","RSDY",37.3273,40.3972,550,"Tokat","Reşadiye"
"KO","SAFT",32.6872,41.2398,406,"Karabük","Safranbolu"
"KO","SARI",36.4182,38.4072,1673,"Kayseri","Sarız"
"KO","SAUV",30.3272,40.7402,170,"Sakarya","Serdivan"
"KO","SENK",42.3507,40.5615,1939,"Erzurum","Şenkaya"
"KO","SERE",33.564,38.9463,1216,"Ankara","Şereflikoçhisar"
"KO","SHAP",29.222,39.0231,1050,"Kütahya","Şaphane"
"KO","SHUT",30.551,38.553,1215,"Afyonkarahisar","Şuhut"
"KO","SILT",29.643,41.153,100,"İstanbul","Şile"
"KO","SIMA",28.9825,39.0833,984,"Kütahya","Simav"
"KO","SINP",35.0966,41.9817,100,"Sinop","Merkez"
"KO","SIRT",42.4392,37.501,1038,"Şırnak","Merkez"
"KO","SLFK",33.9465,36.3926,54,"Mersin","Silifke"
"KO","SLVT",28.21,41.23,180,"İstanbul","Silivri"
"KO","SMAA",28.9805,39.1005,804,"Kütahya","Simav"
"KO","SPNC",30.3083,40.686,190,"Sakarya","Sapanca"
"KO","SULT",33.5157,38.1988,982,"Aksaray","Eskil"
"KO","SVAN",41.1985,38.1512,650,"Diyarbakır","Silvan"
"KO","SVRC",39.306,38.3775,1680,"Elazığ","Sivrice"
"KO","SVRH",31.523,39.447,1000,"Eskişehir","Sivrihisar"
"KO","SVSK",36.9925,39.9175,1630,"Sivas","Merkez"
"KO","TAHT",36.1855,36.3755,278,"Hatay","Antakya"
"KO","TASB",44.2384,39.9839,849,"Iğdır","Karakoyunlu"
"KO","TKR",27.5357,40.9902,140,"Tekirdağ","Süleymanpaşa"
"KO","TOKT",36.5445,40.3173,726,"Tokat","Merkez"
"KO","TOS",34.0225,41.0362,1046,"Kastamonu","Tosya"
"KO","TVSB",29.4615,39.4497,1090,"Kütahya","Tavşanlı"
"KO","UKOP",26.6322,41.1288,66,"Edirne","Uzunköprü"
"KO","URFA",38.8213,37.441,938,"Şanlıurfa","Karaköprü"
"KO","VANB",43.4058,38.509,1227,"Van","İpekyolu"
"KO","VRTB",41.4558,39.1603,1498,"Muş","Varto"
"KO","YAYX",33.8115,38.9387,1142,"Aksaray","Sarıyahşi"
"KO","YEDI",40.5443,39.4377,1557,"Bingöl","Yedisu"
"KO","YER",28.2858,37.1362,729,"Muğla","Menteşe"
"KO","YESY",33.7432,37.7825,1206,"Konya","Karapınar"
"KO","YKAV",27.2801,37.1246,115,"Muğla","Bodrum"
"KO","YLV",29.3708,40.5658,879,"Bursa","Orhangazi"
"KO","YOZ",35.3152,39.6376,1422,"Yozgat","Sorgun"
"KO","YUNK",31.7626,38.806,5,"Konya","Yunak"
"KO","YUVA",31.6872,40.391,1164,"Bolu","Seben"
"TU","TRML",29.1735,40.6094,150,"Yalova","Termal"
"TU","SFRN",29.2418,40.6061,110,"Yalova","Merkez"
"TU","ESNK",28.9751,40.6276,198,"Yalova","Çınarcık"
"TU","YGTL",29.0234,40.1761,591,"Bursa","Osmangazi"
"TK","1807",33.2585,40.8435,1144,"Çankırı","Kurşunlu"
"TK","1806",33.6019,40.601,794,"Çankırı","Merkez"
"TK","1907",34.8577,40.1745,925,"Çorum","Alaca"
"TK","1906",35.2998,40.5211,792,"Çorum","Mecitözü"
"TK","1908",34.3825,40.157,762,"Çorum","Sungurlu"
"TK","2017",29.3502,37.4335,906,"Denizli","Acıpayam"
"TK","2018",28.8948,37.233,705,"Denizli","Beyağaç"
"TK","2016",29.24,37.8044,368,"Denizli","Honaz"
"TK","2019",28.8438,37.442,1055,"Denizli","Kale"
"TK","2020",29.0694,37.5711,958,"Denizli","Tavas"
"TK","2105",40.0713,38.3581,873,"Diyarbakır","Dicle"
"TK","2104",39.759,38.2644,919,"Diyarbakır","Ergani"
"TK","2106",40.647,38.4616,1006,"Diyarbakır","Lice"
"TK","2103",40.3127,37.9441,730,"Diyarbakır","Sur"
"TK","8110",31.1428,41.09,8,"Düzce","Akçakoca"
"TK","2203",26.6319,40.8681,55,"Edirne","Keşan"
"TK","2204",26.6899,41.2932,51,"Edirne","Uzunköprü"
"TK","2516",40.9756,39.6153,1919,"Erzurum","Çat"
"TK","2517",41.9951,40.5502,1313,"Erzurum","Oltu"
"TK","2705",36.6206,37.0118,574,"Gaziantep","İslahiye"
"TK","2706",36.7328,37.1843,538,"Gaziantep","Nurdağı"
"TK","3125",36.1326,36.2381,156,"Hatay","Antakya"
"TK","3126",36.1375,36.2202,123,"Hatay","Antakya"
"TK","3136",36.2472,36.1159,269,"Hatay","Altınözü"
"TK","3135",35.8831,36.4089,3,"Hatay","Arsuz"
"TK","3131",36.1633,36.1912,203,"Hatay","Antakya"
"TK","3134",36.2049,36.8276,29,"Hatay","Dörtyol"
"TK","3128",36.1471,36.2056,104,"Hatay","Antakya"
"TK","3127",36.1353,36.21,121,"Hatay","Antakya"
"TK","3124",36.1722,36.2387,84,"Hatay","Antakya"
"TK","3139",36.4144,36.5838,109,"Hatay","Kırıkhan"
"TK","3130",36.145,36.1792,86,"Hatay","Defne"
"TK","3138",36.5112,36.8026,459,"Hatay","Hassa"
"TK","3137",36.4885,36.6929,260,"Hatay","Hassa"
"TK","3123",36.1597,36.2142,85,"Hatay","Antakya"
"TK","3142",36.3661,36.498,139,"Hatay","Kırıkhan"
"TK","3132",36.1716,36.2067,104,"Hatay","Antakya"
"TK","3133",36.5736,36.2432,170,"Hatay","Reyhanlı"
"TK","3140",35.9498,36.0816,3,"Hatay","Samandağ"
"TK","3141",36.2197,36.3726,111,"Hatay","Antakya"
"TK","3129",36.1343,36.1912,106,"Hatay","Defne"
"TK","3122",36.107,36.0343,1225,"Hatay","Yayladağı"
"TK","3419",29.358,41.061,66,"İstanbul","Çekmeköy"
"TK","3420",29.3563,41.0589,28,"İstanbul","Çekmeköy"
"TK","3413",28.9482,41.0943,70,"İstanbul","Eyüp"
"TK","3415",28.7585,41.0273,67,"İstanbul","Küçükçekmece"
"TK","3417",29.2563,40.9547,224,"İstanbul","Sultanbeyli"
"TK","3416",28.8364,40.9747,30,"İstanbul","Bakırköy"
"TK","4624",36.9177,37.5361,466,"Kahramanmaraş","Onikişubat"
"TK","4617",36.8303,37.5855,544,"Kahramanmaraş","Onikişubat"
"TK","4623",36.934,37.5692,523,"Kahramanmaraş","Dulkadiroğlu"
"TK","4618",36.8723,37.6001,831,"Kahramanmaraş","Onikişubat"
"TK","4622",36.9776,37.5843,635,"Kahramanmaraş","Dulkadiroğlu"
"TK","4625",36.9819,37.5387,549,"Kahramanmaraş","Dulkadiroğlu"
"TK","4621",36.9291,37.5935,655,"Kahramanmaraş","Dulkadiroğlu"
"TK","4626",36.9151,37.5753,572,"Kahramanmaraş","Onikişubat"
"TK","4619",36.8662,37.587,633,"Kahramanmaraş","Onikişubat"
"TK","4620",36.8985,37.5857,698,"Kahramanmaraş","Onikişubat"
"TK","7802",32.5322,40.9563,709,"Karabük","Eskipazar"
"TK","7103",34.0327,39.9403,684,"Kırıkkale","Delice"
"TK","3903",27.9853,41.8815,16,"Kırklareli","Demirköy"
"TK","3902",27.3248,41.3571,47,"Kırklareli","Lüleburgaz"
"TK","4002",33.7126,39.3652,1112,"Kırşehir","Kaman"
"TK","4129",30.1122,40.7175,40,"Kocaeli","Kartepe"
"TK","4130",29.3879,40.7545,22,"Kocaeli","Darıca"
"TK","4128",30.0244,40.7249,47,"Kocaeli","Kartepe"
"TK","4208",31.7466,37.678,1143,"Konya","Beyşehir"
"TK","4206",34.0484,37.5251,1032,"Konya","Ereğli"
"TK","4207",31.8489,37.4268,1148,"Konya","Seydişehir"
"TK","4311",29.9812,38.8524,1237,"Kütahya","Dumlupınar"
"TK","4309",28.9785,39.0928,828,"Kütahya","Simav"
"TK","4310",29.4939,39.5384,833,"Kütahya","Tavşanlı"
"TK","4815",28.046,36.6886,10,"Muğla","Marmaris"
"TK","4816",28.7986,36.7718,20,"Muğla","Dalaman"
"TK","4817",27.6031,37.2401,10,"Muğla","Milas"
"TK","4818",28.3575,37.444,897,"Muğla","Kavaklıdere"
"TK","4822",27.646,37.4417,128,"Muğla","Milas"
"TK","4823",27.644,37.4418,129,"Muğla","Milas"
"TK","4819",27.9712,37.0313,10,"Muğla","Milas"
"TK","4814",27.6567,37.3991,63,"Muğla","Milas"
"TK","4820",29.3543,36.6485,139,"Muğla","Seydikemer"
"TK","4821",28.4139,37.1055,615,"Muğla","Ula"
"TK","8002",36.562,37.1916,593,"Osmaniye","Bahçe"
"TK","5406",30.6225,40.6703,52,"Sakarya","Akyazı"
"TK","5404",30.2932,40.5191,82,"Sakarya","Geyve"
"TK","5405",30.7352,40.7961,173,"Sakarya","Hendek"
"TK","5403",30.27,40.6908,45,"Sakarya","Sapanca"
"TK","5504",35.6692,40.9723,680,"Samsun","Havza"
"TK","7302",42.2104,37.3315,407,"Şırnak","Cizre"
"TK","5810",38.1179,39.3704,1037,"Sivas","Divriği"
"TK","5809",37.3824,39.2308,1546,"Sivas","Kangal"
"TK","5811",36.4129,39.3616,1238,"Sivas","Şarkışla"
"TK","5808",36.5932,39.8662,1381,"Sivas","Yıldızeli"
"TK","5909",27.9831,41.2898,163,"Tekirdağ","Çerkezköy"
"TK","5908",27.5479,40.9821,64,"Tekirdağ","Süleymanpaşa"
"TK","5910",27.4861,40.9811,49,"Tekirdağ","Süleymanpaşa"
"TK","6008",36.8938,40.3743,881,"Tokat","Almus"
"TK","6202",39.8998,39.486,1525,"Tunceli","Pülümür"
"TK","6402",28.9766,38.4076,822,"Uşak","Eşme"
"TK","7712",29.5088,40.6929,4,"Yalova","Altınova"
"TK","7711",29.3271,40.6594,12,"Yalova","Çiftlikköy"
"TK","7708",29.2473,40.6576,2,"Yalova","Merkez"
"TK","7710",29.2668,40.59,219,"Yalova","Merkez"
"TK","7709",29.3259,40.5593,432,"Yalova","Merkez"
"TU","AKPI",33.9967,39.5039,1066,"Kırşehir","Akpınar"
"TU","MAYA",38.4253,38.3253,1067,"Malatya","Battalgazi"
"TU","AKCA",37.6882,37.7942,1067.5,"Adıyaman","Gölbaşı"
"TU","HANM",38.8805,37.5799,599,"Şanlıurfa","Hilvan"
"TU","RHAN",36.6022,36.2594,260,"Hatay","Reyhanlı"
"TU","NZIP",37.6747,37.0432,925,"Gaziantep","Nizip"
"TU","KURO",30.9336,38.734,1198,"Afyonkarahisar","Bolvadin"
"TU","BOZK",42.9763,40.5906,1892,"Kars","Merkez"
"TU","CNKL",26.3872,40.0662,109,"Çanakkale","Merkez"
"TU","DNIZ",29.0384,37.6256,1005,"Denizli","Tavas"
"TU","KARB",26.412,38.6635,207,"İzmir","Karaburun"
"TU","IZZE",29.2256,36.4368,305,"Muğla","Seydikemer"
"TU","BAND",28.0992,40.3553,291,"Balıkesir","Bandırma"
"TU","BKES",27.9293,39.733,324,"Balıkesir","Karesi"
"TU","AHAN",42.6244,41.1639,1844,"Ardahan","Merkez"
"TU","AZEY",38.2491,37.8105,815,"Adıyaman","Merkez"
"TU","NARI",38.7612,37.884,868,"Adıyaman","Kahta"
"TU","IZDR",40.5616,40.7858,793,"Rize","İkizdere"
"TU","MCUR",34.5283,39.1616,1195,"Kırşehir","Mucur"
"TU","SUSU",30.8438,40.3396,929,"Bolu","Göynük"
"TU","HISA",29.9217,40.466,885,"Bilecik","Osmaneli"
"TU","SEMS",29.7391,40.871,350,"Kocaeli","Körfez"
"TU","IZMR",27.9522,38.1367,168,"İzmir","Ödemiş"
"TU","SEYI",33.7416,41.6357,1056,"Kastamonu","Seydiler"
"TU","DERS",32.5506,40.8516,1182,"Karabük","Eskipazar"
"TU","BOLU",31.6766,40.7792,907,"Bolu","Merkez"
"TU","KHMR",36.908,37.3439,525,"Kahramanmaraş","Türkoğlu"
"TU","KONA",41.228,39.7792,3093,"Erzurum","Palandöken"
"TU","ETEKE",41.1379,39.7944,2137,"Erzurum","Palandöken"
"TU","DORK",42.7802,39.3872,1714,"Ağrı","Tutak"
"TU","DOMA",29.6952,39.7859,1041,"Kütahya","Domaniç"
"TU","EMET",29.3205,39.3755,1096,"Kütahya","Emet"
"TU","GOLE",42.5975,40.8363,2031,"Ardahan","Göle"
"TU","BNAZ",29.8795,38.679,1206,"Uşak","Banaz"
"TU","INCE",29.5753,37.7091,1026,"Denizli","Bozkurt"
"TU","KNIK",29.573,36.8454,1188,"Muğla","Seydikemer"
"TU","SABU",28.9686,36.8233,476,"Muğla","Dalaman"
"TU","UCKU",31.4253,38.6357,1141,"Afyonkarahisar","Sultandağı"
"TU","YAZI",27.4531,36.6813,207,"Muğla","Datça"
"TU","KIRA",28.4005,38.1966,1089,"İzmir","Kiraz"
"TU","ESEN",28.3484,37.7981,92,"Aydın","Nazilli"
"TU","YOZG",34.7959,39.7802,1370,"Yozgat","Merkez"
"TU","SUNG",34.2462,40.189,772,"Çorum","Sungurlu"
"TU","CBEY",32.7823,38.6899,1037,"Konya","Cihanbeyli"
"TU","BSIR",34.2905,38.2691,1240,"Aksaray","Güzelyurt"
"TU","YENC",33.8437,40.6813,999,"Çankırı","Yapraklı"
"TU","KESK",33.581,39.6347,1015,"Kırıkkale","Keskin"
"TU","HASA",36.4871,36.7502,480,"Hatay","Hassa"
"TU","IZMD",26.9281,38.9842,1021,"İzmir","Dikili"
"TU","BLKS",27.9684,39.8745,437,"Balıkesir","Karesi"
"TU","DNZT",29.0248,37.2787,1021,"Denizli","Tavas"
"TU","AFYN",30.5027,38.2714,1233,"Afyonkarahisar","Dinar"
"TU","EKONA",41.2279,39.7792,3092,"Erzurum","Palandöken"
"TB","BZGM",26.9865,40.1728,180,"Çanakkale","Biga"
"TB","KLCM",29.398,40.633,170,"Yalova","Çiftlikköy"
"TB","SNLM",28.209,41.228,173,"İstanbul","Silivri"
"TK","0703",30.148,36.3022,1,"Antalya","Finike"
"TK","3106",36.1583,36.5923,2,"Hatay","İskenderun"
"TK","5901",27.4966,40.9582,2,"Tekirdağ","Süleymanpaşa"
"TK","7705",29.2796,40.6587,3,"Yalova","Merkez"
"TK","1706",27.3061,40.4042,6,"Çanakkale","Biga"
"TK","4133",29.6936,40.7065,6,"Kocaeli","Gölcük"
"TK","6703",31.4092,41.29,9,"Zonguldak","Ereğli"
"TK","1638",29.0333,40.3612,10,"Bursa","Gemlik"
"TK","3107",36.1849,36.5821,10,"Hatay","İskenderun"
"TK","5301",40.5012,41.0397,10,"Rize","Merkez"
"TK","1637",29.0946,40.4763,11,"Bursa","Gemlik"
"TK","1702",26.4191,40.1525,13,"Çanakkale","Merkez"
"TK","3504",26.7586,38.6624,13,"İzmir","Foça"
"TK","2801",38.3612,40.9066,15,"Giresun","Merkez"
"TK","3501",27.1669,38.4594,15,"İzmir","Bayraklı"
"TK","5903",27.9503,40.973,15,"Tekirdağ","Marmaraereğlisi"
"TK","4804",28.6868,36.9697,17,"Muğla","Köyceğiz"
"TK","4805",28.2448,36.8394,19,"Muğla","Marmaris"
"TK","0718",32.317,36.2678,21,"Antalya","Gazipaşa"
"TK","1024",27.974,40.0475,25,"Balıkesir","Manyas"
"TK","4802",27.44,37.033,25,"Muğla","Bodrum"
"TK","3404",28.2557,41.0732,30,"İstanbul","Silivri"
"TK","5505",36.7287,41.2039,30,"Samsun","Çarşamba"
"TK","0922",27.7082,37.8537,34,"Aydın","İncirliova"
"TK","3502",27.2267,38.4551,35,"İzmir","Bornova"
"TK","0105",35.8162,37.0267,36,"Adana","Ceyhan"
"TK","1705",26.6672,40.4233,40,"Çanakkale","Gelibolu"
"TK","3403",28.7587,41.0265,55,"İstanbul","Küçükçekmece"
"TK","5407",30.358,40.7029,57,"Sakarya","Arifiye"
"TK","0921",27.5922,37.8747,66,"Aydın","Germencik"
"TK","4132",29.3813,40.8305,67,"Kocaeli","Çayırova"
"TK","0909",28.1506,37.8841,74,"Aydın","Sultanhisar"
"TK","1606",29.1221,40.363,74,"Bursa","Gemlik"
"TK","4101",29.9172,40.7665,77,"Kocaeli","İzmit"
"TK","1719",27.05,40.0293,80,"Çanakkale","Çan"
"TK","0904",28.0503,37.8572,81,"Aydın","Köşk"
"TK","0908",28.3431,37.9133,82,"Aydın","Nazilli"
"TK","1718",26.5862,39.8133,89,"Çanakkale","Bayramiç"
"TK","5408",30.0487,40.4543,89,"Sakarya","Pamukova"
"TK","1007",27.9423,40.3414,90,"Balıkesir","Bandırma"
"TK","3539",27.7211,38.1023,90,"İzmir","Tire"
"TK","1601",29.0752,40.2257,91,"Bursa","Osmangazi"
"TK","1612",29.7169,40.4416,92,"Bursa","İznik"
"TK","0907",28.4654,37.9115,93,"Aydın","Kuyucak"
"TK","6702",31.9667,41.2248,94,"Zonguldak","Devrek"
"TK","5409",30.1561,40.5059,95,"Sakarya","Pamukova"
"TK","0121",35.8208,37.4336,103,"Adana","Kozan"
"TK","4509",27.9199,38.7075,103,"Manisa","Gölmarmara"
"TK","3421",29.1836,40.8902,105,"İstanbul","Kartal"
"TK","3422",29.1836,40.8902,105,"İstanbul","Kartal"
"TK","3423",29.1836,40.8902,105,"İstanbul","Kartal"
"TK","1723",26.3872,40.0662,109,"Çanakkale","Merkez"
"TK","1104",30.0183,40.3574,113,"Bilecik","Osmaneli"
"TK","1023",28.1666,39.6825,117,"Balıkesir","Kepsut"
"TK","1636",29.1946,40.2171,118,"Bursa","Gürsu"
"TK","7713",29.2092,40.5905,122,"Yalova","Merkez"
"TK","3402",29.0622,41.0634,127,"İstanbul","Üsküdar"
"TK","3401",29.0095,41.0582,130,"İstanbul","Beşiktaş"
"TK","1615",29.2907,40.4224,132,"Bursa","Orhangazi"
"TK","1605",29.0959,40.2734,143,"Bursa","Osmangazi"
"TK","0635",32.2445,40.2126,144,"Ankara","Güdül"
"TK","1721",26.1905,39.5435,147,"Çanakkale","Ayvacık"
"TK","2007",28.9229,37.9325,157,"Denizli","Sarayköy"
"TK","1720",26.1206,39.5288,160,"Çanakkale","Ayvacık"
"TK","3538",27.1234,38.3187,168,"İzmir","Gaziemir"
"TK","3540",27.9522,38.1367,168,"İzmir","Ödemiş"
