Network,Code,Longitude,Latitude,Height,Province,District
"TK","1621",28.9756,40.2269,119,"Bursa","Nilüfer"
"TK","1631",29.3081,40.4865,120,"Bursa","Orhangazi"
"TK","1619",29.2907,40.4224,132,"Bursa","Orhangazi"
"TK","1622",29.0527,40.196,156,"Bursa","Osmangazi"
"TK","1623",29.0334,40.2654,78,"Bursa","Osmangazi"
"TK","1624",29.0567,40.177,366,"Bursa","Osmangazi"
"TK","1625",29.0991,40.263,106,"Bursa","Osmangazi"
"TK","1626",28.9824,40.2403,162,"Bursa","Osmangazi"
"TK","1632",29.1793,40.4105,194,"Bursa","Gemlik"
"TK","1620",29.1296,40.1824,193,"Bursa","Yıldırım"
"TK","1703",27.2629,40.2318,24,"Çanakkale","Biga"
"TK","1708",26.0528,39.8419,195,"Çanakkale","Bozcaada"
"TK","1704",26.3456,39.7739,68,"Çanakkale","Ezine"
"TK","1710",26.6672,40.4233,40,"Çanakkale","Gelibolu"
"TK","1712",27.3035,40.404,6,"Çanakkale","Biga"
"TK","1701",26.3995,40.1415,1,"Çanakkale","Merkez"
"TK","1713",26.4117,40.1622,53,"Çanakkale","Merkez"
"TK","1707",27.2591,39.9292,275,"Çanakkale","Yenice"
"TK","1803",32.8834,40.8149,1137,"Çankırı","Çerkeş"
"TK","1805",33.6232,40.9311,959,"Çankırı","Ilgaz"
"TK","1802",33.6104,40.6083,726,"Çankırı","Merkez"
"TK","1804",33.0822,40.6124,1243,"Çankırı","Orta"
"TK","1905",34.8575,40.1668,917,"Çorum","Alaca"
"TK","1901",34.4858,41.1395,447,"Çorum","Kargı"
"TK","1904",34.9368,40.546,768,"Çorum","Merkez"
"TK","1903",34.8002,40.9763,422,"Çorum","Osmancık"
"TK","2008",28.8528,37.8018,689,"Denizli","Babadağ"
"TK","2013",28.8336,38.0448,621,"Denizli","Buldan"
"TK","2014",29.3464,37.0741,1297,"Denizli","Çameli"
"TK","2005",29.6681,37.8245,863,"Denizli","Çardak"
"TK","2010",29.24,37.8044,368,"Denizli","Honaz"
"TK","2002",29.1111,37.8125,332,"Denizli","Merkezefendi"
"TK","2012",29.0843,37.7781,395,"Denizli","Merkezefendi"
"TK","2011",29.1006,37.7372,482,"Denizli","Pamukkale"
"TK","2015",28.9288,37.9255,161,"Denizli","Sarayköy"
"TK","2009",29.038,37.9134,156,"Denizli","Merkezefendi"
"TK","2102",39.4644,38.1374,687,"Diyarbakır","Çermik"
"TK","2101",40.2028,37.9309,692,"Diyarbakır","Bağlar"
"TK","8106",31.1124,40.7671,143,"Düzce","Merkez"
"TK","8104",31.1804,40.8611,152,"Düzce","Merkez"
"TK","8109",31.0144,40.781,123,"Düzce","Gölyaka"
"TK","8103",31.2822,40.7861,248,"Düzce","Kaynaşlı"
"TK","8105",31.152,40.9028,195,"Düzce","Merkez"
"TK","8108",31.23,40.8613,250,"Düzce","Merkez"
"TK","8107",31.1129,40.8386,143,"Düzce","Merkez"
"TK","8101",31.1489,40.8436,145,"Düzce","Merkez"
"TK","8102",31.1644,40.8342,160,"Düzce","Merkez"
"TK","2201",26.0873,40.7245,15,"Edirne","Enez"
"TK","2202",26.5859,41.6705,67,"Edirne","Merkez"
"TK","2305",40.131,38.7278,600,"Elazığ","Palu"
"TK","2306",40.0393,38.9595,1100,"Elazığ","Karakoçan"
"TK","2309",38.7273,38.7983,746,"Elazığ","Keban"
"TK","2304",39.8629,38.721,957,"Elazığ","Kovancılar"
"TK","2302",39.6754,38.3923,1100,"Elazığ","Maden"
"TK","2301",39.1927,38.6704,1071,"Elazığ","Merkez"
"TK","2307",39.932,38.6958,880,"Elazığ","Palu"
"TK","2308",39.3102,38.4506,1248,"Elazığ","Sivrice"
"TK","2410",39.4672,39.7665,1243,"Erzincan","Merkez"
"TK","2408",39.0345,39.6019,1062,"Erzincan","Kemah"
"TK","2409",38.4911,39.2808,897,"Erzincan","Kemaliye"
"TK","2401",39.5115,39.7418,1198,"Erzincan","Merkez"
"TK","2411",40.0209,39.9702,1732,"Erzincan","Otlukbeli"
"TK","2404",38.7706,39.9063,1579,"Erzincan","Refahiye"
"TK","2407",40.3911,39.7767,1417,"Erzincan","Tercan"
"TK","2506",40.6813,39.9173,1639,"Erzurum","Aşkale"
"TK","2513",41.706,39.3624,1728,"Erzurum","Hınıs"
"TK","2507",42.1736,40.0415,1544,"Erzurum","Horasan"
"TK","2508",41.1102,39.9429,1755,"Erzurum","Aziziye"
"TK","2514",42.064,39.2559,2129,"Erzurum","Karaçoban"
"TK","2501",41.262,39.9032,1908,"Erzurum","Yakutiye"
"TK","2509",41.2227,39.8733,1930,"Erzurum","Palandöken"
"TK","2510",41.8626,40.3483,1655,"Erzurum","Narman"
"TK","2505",41.9952,40.5501,1336,"Erzurum","Oltu"
"TK","2515",41.9729,40.5452,1275,"Erzurum","Oltu"
"TK","2511",41.6723,39.9748,1657,"Erzurum","Pasinler"
"TK","2512",42.3456,40.5622,1861,"Erzurum","Şenkaya"
"TK","2607",30.146,39.8175,832,"Eskişehir","İnönü"
"TK","2608",31.183,39.5197,985,"Eskişehir","Sivrihisar"
"TK","2610",30.4216,39.822,831,"Eskişehir","Tepebaşı"
"TK","2611",30.443,39.7883,806,"Eskişehir","Tepebaşı"
"TK","2612",30.4017,39.7713,836,"Eskişehir","Tepebaşı"
"TK","2613",30.5397,39.7936,787,"Eskişehir","Tepebaşı"
"TK","2614",30.5558,39.7535,854,"Eskişehir","Odunpazarı"
"TK","2615",30.6521,39.7403,815,"Eskişehir","Odunpazarı"
"TK","2616",30.6189,39.7063,917,"Eskişehir","Odunpazarı"
"TK","2606",30.4958,39.7487,833,"Eskişehir","Odunpazarı"
"TK","2601",30.5284,39.8137,789,"Eskişehir","Tepebaşı"
"TK","2602",30.4973,39.7893,804,"Eskişehir","Tepebaşı"
"TK","2603",30.4534,39.8801,967,"Eskişehir","Tepebaşı"
"TK","2604",30.5101,39.7733,770,"Eskişehir","Odunpazarı"
"TK","2609",30.6966,39.4463,999,"Eskişehir","Seyitgazi"
"TK","2701",36.6359,37.0255,522,"Gaziantep","İslahiye"
"TK","2703",37.35,37.058,840,"Gaziantep","Şahinbey"
"TK","2704",37.8022,37.0088,524,"Gaziantep","Nizip"
"TK","2702",36.7328,37.1843,538,"Gaziantep","Nurdağı"
"TK","2902",39.4366,40.1244,1416,"Gümüşhane","Kelkit"
"TK","2901",39.4971,40.4487,1164,"Gümüşhane","Merkez"
"TK","3001",43.7877,37.5744,1732,"Hakkari","Merkez"
"TK","3002",44.2863,37.5783,1884,"Hakkari","Yüksekova"
"TK","3103",36.2472,36.1159,269,"Hatay","Altınözü"
"TK","3105",36.5112,36.8026,459,"Hatay","Hassa"
"TK","3104",36.4885,36.6929,260,"Hatay","Hassa"
"TK","3118",36.1849,36.5821,10,"Hatay","İskenderun"
"TK","3116",36.2066,36.6162,33,"Hatay","İskenderun"
"TK","3120",36.2057,36.5892,102,"Hatay","İskenderun"
"TK","3119",36.1681,36.5753,5,"Hatay","İskenderun"
"TK","3112",36.1477,36.588,1,"Hatay","İskenderun"
"TK","3113",36.155,36.5775,2,"Hatay","İskenderun"
"TK","3115",36.1646,36.5463,180,"Hatay","Belen"
"TK","3114",36.1514,36.567,6,"Hatay","İskenderun"
"TK","3117",36.1747,36.5571,193,"Hatay","İskenderun"
"TK","3121",36.2183,36.6641,5,"Hatay","İskenderun"
"TK","3108",36.3661,36.498,139,"Hatay","Kırıkhan"
"TK","3109",36.4144,36.5838,109,"Hatay","Kırıkhan"
"TK","3101",36.1597,36.2142,85,"Hatay","Antakya"
"TK","3110",35.9498,36.0816,3,"Hatay","Samandağ"
"TK","3111",36.2197,36.3726,111,"Hatay","Antakya"
"TK","7602",44.0538,39.9264,858,"Iğdır","Merkez"
"TK","3202",30.5654,37.7839,992,"Isparta","Merkez"
"TK","3201",30.5576,38.1048,970,"Isparta","Senirkent"
"TK","3412",28.5782,41.0206,13,"İstanbul","Büyükçekmece"
"TK","3407",29.0095,41.0582,130,"İstanbul","Beşiktaş"
"TK","3411",28.9761,41.0119,34,"İstanbul","Fatih"
"TK","3409",28.7588,41.0265,57,"İstanbul","Küçükçekmece"
"TK","3405",29.1567,40.9111,17,"İstanbul","Kartal"
"TK","3410",29.6082,41.1719,50,"İstanbul","Şile"
"TK","3408",28.2557,41.0734,31,"İstanbul","Silivri"
"TK","3406",29.1588,41.0226,148,"İstanbul","Ümraniye"
"TK","3535",26.9632,38.7963,17,"İzmir","Aliağa"
"TK","3510",27.043,38.409,3,"İzmir","Balçova"
"TK","3531",27.6457,38.2193,93,"İzmir","Bayındır"
"TK","3514",27.1581,38.4762,197,"İzmir","Bayraklı"
"TK","3537",27.1706,39.1096,52,"İzmir","Bergama"
"TK","3530",27.2244,38.453,35,"İzmir","Bornova"
"TK","3515",27.094,38.4649,4,"İzmir","Karşıyaka"
"TK","3512",27.1516,38.4009,79,"İzmir","Buca"
"TK","3517",27.1936,38.3756,136,"İzmir","Buca"
"TK","3522",27.1987,38.4357,68,"İzmir","Bornova"
"TK","3528",26.3726,38.3039,17,"İzmir","Çeşme"
"TK","3503",26.8883,39.0739,3,"İzmir","Dikili"
"TK","3534",26.7586,38.6624,13,"İzmir","Foça"
"TK","3516",26.8907,38.3706,17,"İzmir","Güzelbahçe"
"TK","3506",27.0821,38.3944,26,"İzmir","Konak"
"TK","3527",26.5128,38.639,60,"İzmir","Karaburun"
"TK","3519",27.1112,38.4525,10,"İzmir","Karşıyaka"
"TK","3508",27.3747,39.0883,71,"İzmir","Kınık"
"TK","3518",27.1435,38.4312,7,"İzmir","Konak"
"TK","3525",27.1084,38.3723,106,"İzmir","Karabağlar"
"TK","3520",27.2111,38.478,184,"İzmir","Bornova"
"TK","3521",27.0764,38.4679,1,"İzmir","Karşıyaka"
"TK","3533",27.1302,38.2572,127,"İzmir","Menderes"
"TK","3526",26.9795,38.5782,6,"İzmir","Menemen"
"TK","3513",27.1671,38.4584,2,"İzmir","Bayraklı"
"TK","3509",27.9645,38.2157,112,"İzmir","Ödemiş"
"TK","3511",27.2563,38.4213,76,"İzmir","Bornova"
"TK","3536",26.8384,38.1968,34,"İzmir","Seferihisar"
"TK","3529",27.3675,37.9443,15,"İzmir","Selçuk"
"TK","3532",27.3596,38.1591,39,"İzmir","Torbalı"
"TK","3523",26.7706,38.3282,76,"İzmir","Urla"
"TK","3524",27.1073,38.4969,64,"İzmir","Karşıyaka"
"TK","4613",36.3576,37.5646,962,"Kahramanmaraş","Andırın"
"TK","4611",37.2843,37.7472,1097,"Kahramanmaraş","Çağlayancerit"
"TK","4610",37.1977,38.2037,1133,"Kahramanmaraş","Elbistan"
"TK","4612",36.4819,38.024,1340,"Kahramanmaraş","Göksun"
"TK","4609",36.9151,37.5753,572,"Kahramanmaraş","Onikişubat"
"TK","4601",36.9819,37.5387,549,"Kahramanmaraş","Dulkadiroğlu"
"TK","4606",37.138,37.3868,581,"Kahramanmaraş","Pazarcık"
"TK","4615",37.138,37.3868,581,"Kahramanmaraş","Pazarcık"
"TK","4607",37.2978,37.4851,771,"Kahramanmaraş","Pazarcık"
"TK","4614",37.2898,37.4804,745,"Kahramanmaraş","Pazarcık"
"TK","4608",36.8384,37.3755,499,"Kahramanmaraş","Türkoğlu"
"TK","4616",36.8384,37.3755,499,"Kahramanmaraş","Türkoğlu"
"TK","7801",32.6525,41.2138,302,"Karabük","Merkez"
"TK","7002",32.8919,36.6401,1285,"Karaman","Ermenek"
"TK","7001",33.2258,37.1717,1060,"Karaman","Merkez"
"TK","3603",43.3286,40.8459,1691,"Kars","Arpaçay"
"TK","3602",43.121,40.144,843,"Kars","Kağızman"
"TK","3605",43.0821,40.6028,1763,"Kars","Merkez"
"TK","3604",42.5899,40.3313,2098,"Kars","Sarıkamış"
"TK","3702",33.7969,41.4164,755,"Kastamonu","Merkez"
"TK","3701",34.0367,41.0132,873,"Kastamonu","Tosya"
"TK","3802",36.5036,38.4781,1595,"Kayseri","Sarız"
"TK","7901",37.1123,36.7088,640,"Kilis","Merkez"
"TK","7102",33.6113,39.6682,1171,"Kırıkkale","Keskin"
"TK","7101",33.518,39.8497,754,"Kırıkkale","Merkez"
"TK","3901",27.2151,41.7377,218,"Kırklareli","Merkez"
"TK","4001",34.1615,39.1595,754,"Kırşehir","Merkez"
"TK","4103",30.025,40.7858,126,"Kocaeli","İzmit"
"TK","4102",30.0265,40.7846,126,"Kocaeli","İzmit"
"TK","4104",29.97,40.6804,109,"Kocaeli","Başiskele"
"TK","4105",29.9694,40.6744,177,"Kocaeli","Başiskele"
"TK","4116",29.8658,40.7196,3,"Kocaeli","Başiskele"
"TK","4114",29.4078,40.869,207,"Kocaeli","Çayırova"
"TK","4119",29.5206,40.7729,73,"Kocaeli","Dilovası"
"TK","4106",29.45,40.7863,198,"Kocaeli","Gebze"
"TK","4112",29.84,40.7245,10,"Kocaeli","Gölcük"
"TK","4124",29.6063,40.7831,65,"Kocaeli","Körfez"
"TK","4123",29.8479,40.7152,5,"Kocaeli","Gölcük"
"TK","4110",30.1525,41.0691,37,"Kocaeli","Kandıra"
"TK","4111",29.5888,40.6844,30,"Kocaeli","Karamürsel"
"TK","4117",30.0267,40.6989,100,"Kocaeli","Kartepe"
"TK","4118",30.0781,40.7216,57,"Kocaeli","Kartepe"
"TK","4113",29.7335,40.7768,33,"Kocaeli","Körfez"
"TK","4115",29.7802,40.7433,7,"Kocaeli","Körfez"
"TK","4122",30.0263,40.7483,17,"Kocaeli","Kartepe"
"TK","4121",29.9699,40.7228,39,"Kocaeli","Başiskele"
"TK","4108",29.9329,40.7602,22,"Kocaeli","İzmit"
"TK","4107",29.9324,40.7602,12,"Kocaeli","İzmit"
"TK","4120",30.0274,40.7676,12,"Kocaeli","İzmit"
"TK","4125",29.9172,40.7665,77,"Kocaeli","İzmit"
"TK","4126",29.9149,40.7625,4,"Kocaeli","İzmit"
"TK","4127",29.9047,40.7609,3,"Kocaeli","İzmit"
"TK","4205",31.4167,38.3384,1020,"Konya","Akşehir"
"TK","4203",32.9166,38.6549,952,"Konya","Cihanbeyli"
"TK","4201",31.6852,38.1415,1210,"Konya","Doğanhisar"
"TK","4202",32.5158,37.9042,1013,"Konya","Karatay"
"TK","4204",31.7258,38.8206,1144,"Konya","Yunak"
"TK","4308",29.6197,39.1964,1022,"Kütahya","Çavdarhisar"
"TK","4306",29.2491,39.3361,853,"Kütahya","Emet"
"TK","4304",29.4004,38.9948,735,"Kütahya","Gediz"
"TK","4301",29.9916,39.4278,932,"Kütahya","Merkez"
"TK","4307",30.0143,39.4053,952,"Kütahya","Merkez"
"TK","4305",28.9785,39.0928,828,"Kütahya","Simav"
"TK","4406",37.9738,38.3439,1050,"Malatya","Akçadağ"
"TK","4407",38.2641,38.7807,1165,"Malatya","Arguvan"
"TK","4408",37.8873,38.0962,1215,"Malatya","Doğanşehir"
"TK","4405",37.9396,38.8107,1147,"Malatya","Hekimhan"
"TK","4401",38.335,38.3489,998,"Malatya","Battalgazi"
"TK","4404",38.8739,38.1959,1255,"Malatya","Pütürge"
"TK","4502",27.8233,38.9112,94,"Manisa","Akhisar"
"TK","4503",28.5143,38.3555,200,"Manisa","Alaşehir"
"TK","4504",28.6481,39.035,853,"Manisa","Demirci"
"TK","4505",28.2836,38.9398,670,"Manisa","Gördes"
"TK","4501",27.3814,38.6126,106,"Manisa","Yunusemre"
"TK","4506",28.1235,38.4831,111,"Manisa","Salihli"
"TK","4508",27.5574,38.7322,38,"Manisa","Saruhanlı"
"TK","4507",27.7061,38.5075,88,"Manisa","Turgutlu"
"TK","4701",40.7237,37.3263,930,"Mardin","Artuklu"
"TK","4702",41.3574,37.4171,933,"Mardin","Midyat"
"TK","3302",33.5758,36.1613,17,"Mersin","Gülnar"
"TK","3307",32.8422,36.0819,44,"Mersin","Anamur"
"TK","3303",34.6004,37.1659,1225,"Mersin","Çamlıyayla"
"TK","3301",34.6028,36.781,4,"Mersin","Yenişehir"
"TK","3306",33.4396,36.6417,317,"Mersin","Mut"
"TK","3304",33.9366,36.3823,10,"Mersin","Silifke"
"TK","3305",34.899,36.9214,15,"Mersin","Tarsus"
"TK","4809",27.44,37.033,25,"Muğla","Bodrum"
"TK","4813",27.4428,37.0647,368,"Muğla","Bodrum"
"TK","4812",27.688,36.7123,25,"Muğla","Datça"
"TK","4803",29.124,36.6264,3,"Muğla","Fethiye"
"TK","4811",28.6868,36.9697,17,"Muğla","Köyceğiz"
"TK","4810",28.2448,36.8394,19,"Muğla","Marmaris"
"TK","4801",28.3561,37.2145,638,"Muğla","Menteşe"
"TK","4806",27.7805,37.3025,52,"Muğla","Milas"
"TK","4807",28.1369,37.3397,684,"Muğla","Yatağan"
"TK","4808",28.2873,37.1392,661,"Muğla","Menteşe"
"TK","4903",42.2731,39.0928,1481,"Muş","Bulanık"
"TK","4904",41.7742,38.7356,1300,"Muş","Korkut"
"TK","4906",42.5308,39.1439,1519,"Muş","Malazgirt"
"TK","4901",41.5039,38.7611,1303,"Muş","Merkez"
"TK","4905",41.4455,39.1764,1494,"Muş","Varto"
"TK","5001",34.7332,38.6605,1140,"Nevşehir","Merkez"
"TK","5101",34.9869,37.832,1496,"Niğde","Çamardı"
"TK","5201",37.9174,40.9751,4,"Ordu","Altınordu"
"TK","8003",36.2694,37.0842,122,"Osmaniye","Merkez"
"TK","8001",36.2694,37.0842,122,"Osmaniye","Merkez"
"TK","5402",30.6225,40.6703,52,"Sakarya","Akyazı"
"TK","5401",30.3808,40.7362,46,"Sakarya","Adapazarı"
"TK","5502",35.9025,40.9094,916,"Samsun","Ladik"
"TK","5501",36.305,41.3268,10,"Samsun","Atakum"
"TK","5503",35.4664,41.1377,335,"Samsun","Vezirköprü"
"TK","6304",38.5132,37.3651,617,"Şanlıurfa","Bozova"
"TK","6301",38.8014,37.1681,548,"Şanlıurfa","Haliliye"
"TK","6303",39.3291,37.7524,800,"Şanlıurfa","Siverek"
"TK","6302",39.7509,37.2342,550,"Şanlıurfa","Viranşehir"
"TK","5601",41.931,37.912,890,"Siirt","Merkez"
"TK","7301",42.4534,37.523,1363,"Şırnak","Merkez"
"TK","5805",36.747,39.273,1454,"Sivas","Altınyayla"
"TK","5804",36.0807,39.1848,1200,"Sivas","Gemerek"
"TK","5807",37.2896,38.7245,1350,"Sivas","Gürün"
"TK","5806",37.8252,40.3003,856,"Sivas","Koyulhisar"
"TK","5803",37.0018,39.7438,1285,"Sivas","Merkez"
"TK","5801",38.1063,40.1693,966,"Sivas","Suşehri"
"TK","5802",37.7479,39.8928,1349,"Sivas","Zara"
"TK","5907",27.7918,41.1607,172,"Tekirdağ","Çorlu"
"TK","5906",27.9316,40.9734,64,"Tekirdağ","Marmaraereğlisi"
"TK","5905",27.5479,40.9821,64,"Tekirdağ","Süleymanpaşa"
"TK","5902",27.515,40.9793,42,"Tekirdağ","Süleymanpaşa"
"TK","5904",27.1226,40.6149,10,"Tekirdağ","Şarköy"
"TK","6005",36.5692,40.698,198,"Tokat","Erbaa"
"TK","6001",36.5552,40.3292,590,"Tokat","Merkez"
"TK","6006",36.9346,40.5984,330,"Tokat","Niksar"
"TK","6004",37.3291,40.3944,485,"Tokat","Reşadiye"
"TK","6007",36.0717,40.384,550,"Tokat","Turhal"
"TK","6101",39.6685,40.9938,19,"Trabzon","Ortahisar"
"TK","6201",39.5347,39.0747,901,"Tunceli","Merkez"
"TK","6401",29.404,38.6726,920,"Uşak","Merkez"
"TK","6505",43.9011,39.135,2043,"Van","Çaldıran"
"TK","6513",43.2682,38.4145,1850,"Van","Edremit"
"TK","6506",43.338,39.0196,1681,"Van","Erciş"
"TK","6507",43.1198,38.2963,1696,"Van","Gevaş"
"TK","6501",43.4018,38.5035,1745,"Van","İpekyolu"
"TK","6512",43.763,38.99,1712,"Van","Muradiye"
"TK","6508",43.9767,38.6573,1994,"Van","Özalp"
"TK","7706",28.8266,40.5131,6,"Yalova","Armutlu"
"TK","7707",29.0788,40.6381,59,"Yalova","Çınarcık"
"TK","7704",29.2473,40.6576,2,"Yalova","Merkez"
"TK","7703",29.279,40.6506,58,"Yalova","Merkez"
"TK","7702",29.2668,40.59,219,"Yalova","Merkez"
"TK","7701",29.306,40.5642,343,"Yalova","Merkez"
"TK","6602",35.897,39.6596,1386,"Yozgat","Akdağmadeni"
"TK","6603",35.4998,40.0674,918,"Yozgat","Çekerek"
"TK","6601",34.8159,39.8243,1295,"Yozgat","Merkez"
"TK","6604",35.3693,39.4986,1109,"Yozgat","Sarıkaya"
"TK","6605",35.1876,39.8084,1058,"Yozgat","Sorgun"
"TK","6701",31.7788,41.4511,50,"Zonguldak","Merkez"
"HT","ALN",26.05,40.9,110,"-","-"
"IU","GNI",44.74,40.15,1609,"-","-"
"TU","ATA5",41.2448,39.9046,1860,"Erzurum","Yakutiye"
"TU","CAVS",26.1685,40.6871,67,"Edirne","Enez"
"TU","ERZM",41.3622,39.9045,2380,"Erzurum","Palandöken"
"TU","AVDN",29.1646,40.2933,439,"Bursa","Osmangazi"
"TU","UNCK",28.7221,40.1158,515,"Bursa","Nilüfer"
"TU","STBT",29.2383,40.1444,726,"Bursa","Kestel"
"TU","YYLC",28.8168,40.3036,726,"Bursa","Mudanya"
"TU","KAHM",36.987,37.5167,587,"Kahramanmaraş","Dulkadiroğlu"
"GZ","BALA",33.0938,39.3521,975,"Ankara","Bala"
"GZ","KZCM",32.6704,40.4319,1209,"Ankara","Kızılcahamam"
"GZ","BYPZ",31.9336,40.1668,784,"Ankara","Beypazarı"
"GZ","GLBS",32.8145,39.7803,1022,"Ankara","Gölbaşı"
"GZ","KRGN",33.5486,40.2904,844,"Ankara","Kalecik"
"GZ","SRFK",33.7006,38.8551,1134,"Ankara","Şereflikoçhisar"
"GZ","ILGZ",33.6625,40.9323,939,"Çankırı","Ilgaz"
"GZ","MNGN",32.0849,40.9381,654,"Bolu","Mengen"
"GZ","ESKP",32.1829,39.5339,968,"Ankara","Polatlı"
"GZ","KSKN",33.6253,39.7104,1295,"Kırıkkale","Keskin"
"TU","SGAZ",30.8387,39.5293,958,"Eskişehir","Seyitgazi"
"TU","ANDZ",29.899,39.5094,1122,"Kütahya","Merkez"
"TU","BOYA",34.6806,41.533,443,"Sinop","Boyabat"
"TU","BILE",29.875,40.1615,999,"Bilecik","Merkez"
"TU","KAYN",30.3405,40.9654,130,"Sakarya","Kaynarca"
"TU","OZAP",43.9928,38.6614,2058,"Van","Özalp"
"TU","PERV",42.5417,37.9461,1377,"Siirt","Pervari"
"TU","CKRK",35.4998,40.0732,991,"Yozgat","Çekerek"
"TU","VIZE",27.84,41.5785,345,"Kırklareli","Vize"
"TU","ARMN",27.4289,41.8639,406,"Kırklareli","Merkez"
"TU","DEVR",31.9724,41.1417,388,"Zonguldak","Devrek"
"TU","NIDE",34.7768,37.9999,1420,"Niğde","Merkez"
"TU","MIDY",41.3983,37.4063,972,"Mardin","Midyat"
"TU","CAVK",26.1677,40.6917,97,"Edirne","Enez"
"TU","ECEA",26.1742,40.0445,23,"Çanakkale","Eceabat"
"TU","KKBE",32.9404,37.2196,1118,"Karaman","Kazımkarabekir"
"TU","KOVA",39.8126,38.7057,1101,"Elazığ","Kovancılar"
"TU","CIDE",32.9471,41.8821,27,"Kastamonu","Cide"
"TU","ALIN",32.8785,38.2985,1073,"Konya","Altınekin"
"TU","BUHA",27.0769,39.5011,258,"Balıkesir","Havran"
"TU","SEDI",31.7549,37.4511,1255,"Konya","Seydişehir"
"TU","YVAC",31.2395,38.2709,1185,"Isparta","Yalvaç"
"TU","KOCA",26.1383,39.5022,292,"Çanakkale","Ayvacık"
"TU","ZEYE",26.5032,38.239,75,"İzmir","Urla"
"TU","SLHN",41.0239,38.9572,1373,"Bingöl","Solhan"
"TU","MULA",28.3208,37.2561,973,"Muğla","Menteşe"
"TU","DDIM",27.2414,37.4571,93,"Aydın","Didim"
"TU","CAEL",29.3199,37.1229,1386,"Denizli","Çameli"
"TU","KOTA",43.2058,39.8022,1822,"Ağrı","Merkez"
"TU","BUCA",30.5593,37.3277,812,"Burdur","Bucak"
"TU","ALUC",38.7698,40.3442,1574,"Giresun","Alucra"
"TK","3418",29.2755,40.8146,5,"İstanbul","Tuzla"
"TU","SUTC",30.9997,37.4765,1100,"Isparta","Sütçüler"
"TU","HACI",35.7308,39.7029,1158,"Yozgat","Akdağmadeni"
"TU","ASUZ",35.7847,36.2917,9,"Hatay","Arsuz"
"TU","DRNR",41.8723,41.1732,440,"Artvin","Merkez"
"TU","CUAYA",36.7463,39.2655,1509,"Sivas","Altınyayla"
"GF","KRTK",29.2092,40.5904,124,"Yalova","Merkez"
"GF","TESV",29.0819,40.6353,23,"Yalova","Çınarcık"
"GF","BOZB",28.7823,40.5346,72,"Yalova","Armutlu"
"GF","TUZL",29.2744,40.8151,8,"İstanbul","Tuzla"
"GF","ESNK",28.9221,40.5962,15,"Yalova","Çınarcık"
"GF","BUAD",29.1232,40.8401,46,"İstanbul","Adalar"
"GF","SIVA",28.9722,40.8768,7,"İstanbul","Adalar"
"GO","BKR",43.5032,41.7337,1798,"-","-"
"TU","PASA",29.4877,38.348,979,"Uşak","Karahallı"
"TU","KRSK",29.2558,40.3993,221,"Bursa","Orhangazi"
"TU","KURT",29.2092,40.5905,122,"Yalova","Merkez"
"TK","0125",35.7958,37.0152,25,"Adana","Ceyhan"
"TK","0119",35.3901,36.568,22,"Adana","Karataş"
"TK","0208",37.6528,37.7869,1763,"Adıyaman","Gölbaşı"
"TK","0310",31.144,39.0052,1005,"Afyonkarahisar","Emirdağ"
"TK","0311",30.5437,38.5329,1145,"Afyonkarahisar","Şuhut"
"TK","0510",35.2034,40.8815,846,"Amasya","Gümüşhacıköy"
"TK","0506",35.8039,40.6438,405,"Amasya","Merkez"
"TK","0507",35.4588,40.8797,757,"Amasya","Merzifon"
"TK","0509",36.3205,40.7599,214,"Amasya","Taşova"
"TK","0620",32.3291,40.0181,940,"Ankara","Ayaş"
"TK","0623",32.7271,39.9689,830,"Ankara","Yenimahalle"
"TK","0624",32.8561,39.8861,1088,"Ankara","Çankaya"
"TK","0621",33.0289,40.2294,995,"Ankara","Çubuk"
"TK","0631",33.0319,40.2409,995,"Ankara","Çubuk"
"TK","0627",32.625,39.9818,815,"Ankara","Etimesgut"
"TK","0619",32.7571,39.9055,851,"Ankara","Çankaya"
"TK","0629",32.8064,39.7825,1021,"Ankara","Gölbaşı"
"TK","0630",32.8469,39.9249,966,"Ankara","Çankaya"
"TK","0622",32.1628,39.5834,889,"Ankara","Polatlı"
"TK","0625",32.5828,39.964,833,"Ankara","Sincan"
"TK","0628",32.6916,39.8862,904,"Ankara","Çankaya"
"TK","0713",32.0043,36.5429,1,"Antalya","Alanya"
"TK","0714",31.9867,36.5555,12,"Antalya","Alanya"
"TK","0716",29.4128,36.2685,78,"Antalya","Kaş"
"TK","0717",30.6419,36.9495,194,"Antalya","Döşemealtı"
"TK","0715",32.0963,36.4878,15,"Antalya","Alanya"
"TK","0917",28.0584,37.6052,81,"Aydın","Çine"
"TK","0918",27.2643,37.3697,47,"Aydın","Didim"
"TK","0919",27.8355,37.5595,108,"Aydın","Karpuzlu"
"TK","0910",27.7996,37.8455,65,"Aydın","Efeler"
"TK","0920",27.3749,37.5604,58,"Aydın","Söke"
"TK","1019",26.9753,39.498,55,"Balıkesir","Burhaniye"
"TK","1018",27.7878,40.4093,21,"Balıkesir","Erdek"
"TK","1020",28.1641,39.9171,53,"Balıkesir","Susurluk"
"TK","6901",40.2101,40.2623,1614,"Bayburt","Merkez"
"TK","1213",40.4774,39.231,1500,"Bingöl","Adaklı"
"TK","1211",41.0504,38.9662,1383,"Bingöl","Solhan"
"TK","1212",40.5477,39.4337,1523,"Bingöl","Yedisu"
